Name,degree,appTotal,adminTotal,enrollTotal,percentSAT,percentACT,SAT25,SAT75,ACT25,ACT75,Std Scores,percentAdmit,adYield,tuition,tuitionTransformed,State abbreviation,geo,CoI,histoBlack,DoI,Total  current enrollment,FTEnroll,percentFT,PTEnroll,h,GDEnroll,percentUn,GDRate,freshmenAid,Percent of freshmen receiving federal student loans,Percent of freshmen receiving other loan aid,en,percentSAT2,stdScores2,percentAdmit2,adYield2,percentFT2,percentUN2,GDRate2,freshmenAid2,en2,percentUN*en,stdScore*GDRate,percentFT*freshmenAid,percentSAT*percentAdmit,percentSAT*GDRate,percentSAT*freshmenAid,percentSAT*en,stdScores*adYield,stdScores*percentFT,stdScores*percentUN,PercentAdmit*GDRate,adYield*percentUN,adYield*en,percentFT*GDRate,freshmenAid*en
Dickinson College,B,5826,2589,625,55,27,1190,1365,27,31,2410,44,24,46094,4.836951107,Pennsylvania,ME,1,0,C,2396,2356,98,40,2396,0,100,83,72,41,9,142411,3025,5808100,1936,576,9604,10000,6889,5184,20280892921,14241100,200030,7056,2420,4565,3960,7832605,57840,236180,241000,3652,2400,3417864,8134,10253592
Bowie State University,DR,3986,2063,627,86,14,810,960,17,20,1640,52,30,6971,3.665670647,Maryland,ME,0,1,S,5561,3974,71,1587,4358,1203,78,13,90,72,3,1371,7396,2689600,2704,900,5041,6084,169,8100,1879641,106938,21320,6390,4472,1118,7740,117906,49200,116440,127920,676,2340,41130,923,123390
Pennsylvania State University-Penn State Harrisburg,DR,2792,2232,628,82,5,900,1150,22,24,1930,80,28,14240,4.070891972,Pennsylvania,ME,0,0,S,4441,3329,75,1112,3577,864,81,39,75,59,12,11149,6724,3724900,6400,784,5625,6561,1521,5625,124300201,903069,75270,5625,6560,3198,6150,914218,54040,144750,156330,3120,2268,312172,2925,836175
Luther College,B,3490,2517,628,11,91,933,1248,23,29,2003,72,25,37530,4.693193441,Iowa,P,1,0,T,2466,2413,98,53,2466,0,100,67,100,68,9,48610,121,4012009,5184,625,9604,10000,4489,10000,2362932100,4861000,134201,9800,792,737,1100,534710,50075,196294,200300,4824,2500,1215250,6566,4861000
Mansfield University of Pennsylvania,M,2023,1867,629,97,14,850,1070,19,23,1760,92,34,9192,3.817552276,Pennsylvania,ME,0,0,T,2970,2477,83,493,2717,253,91,35,94,83,17,279,9409,3097600,8464,1156,6889,8281,1225,8836,77841,25389,61600,7802,8924,3395,9118,27063,59840,146080,160160,3220,3094,9486,2905,26226
Endicott College,DR,3675,2633,629,99,26,980,1160,21,25,1970,72,24,28926,4.517186903,Massachusetts,NE ,1,0,S,5029,2819,56,2210,2724,2305,54,65,94,74,18,13758,9801,3880900,5184,576,3136,2916,4225,8836,189282564,742932,128050,5264,7128,6435,9306,1362042,47280,110320,106380,4680,1296,330192,3640,1293252
University of New England,DRP,4231,3632,633,94,21,950,1150,21,26,1940,86,17,33145,4.608373188,Maine,NE ,1,0,S,6032,4961,82,1071,2653,3379,44,49,100,86,28,5499,8836,3763600,7396,289,6724,1936,2401,10000,30239001,241956,95060,8200,8084,4606,9400,516906,32980,159080,85360,4214,748,93483,4018,549900
Lafayette College,B,6766,2310,635,77,39,1180,1370,27,31,2400,34,27,44670,4.814721728,Pennsylvania,ME,1,0,S,2486,2435,98,51,2486,0,100,85,63,45,8,292362,5929,5760000,1156,729,9604,10000,7225,3969,85475539044,29236200,204000,6174,2618,6545,4851,22511874,64800,235200,240000,2890,2700,7893774,8330,18418806
Florida Southern College,M,4963,2476,635,82,60,990,1180,22,27,2020,50,26,28580,4.509214739,Florida,SE,1,0,C,2619,2283,87,336,2416,203,92,47,99,77,6,32743,6724,4080400,2500,676,7569,8464,2209,9801,1072104049,3012356,94940,8613,4100,3854,8118,2684926,52520,175740,185840,2350,2392,851318,4089,3241557
Bethel University,M,2669,1362,637,2,49,835,1015,17,22,1665,51,47,15714,4.130177682,Tennessee,SE,1,0,T,6634,5282,80,1352,5124,1510,77,11,94,84,0,518,4,2772225,2601,2209,6400,5929,121,8836,268324,39886,18315,7520,102,22,188,1036,78255,133200,128205,561,3619,24346,880,48692
DePauw University,B,5086,3113,641,40,65,1070,1330,25,29,2220,61,21,40640,4.748360729,Indiana,GL,1,0,T,2304,2280,99,24,2304,0,100,74,98,44,5,232634,1600,4928400,3721,441,9801,10000,5476,9604,54118577956,23263400,164280,9702,2440,2960,3920,9305360,46620,219780,222000,4514,2100,4885314,7326,22798132
Wingate University,DRP,5323,4221,642,86,47,910,1120,19,24,1820,79,15,25040,4.422533526,North Carolina,SE,1,0,S,3002,2457,82,545,2009,993,67,47,99,66,6,17933,7396,3312400,6241,225,6724,4489,2209,9801,321592489,1201511,85540,8118,6794,4042,8514,1542238,27300,149240,121940,3713,1005,268995,3854,1775367
Curry College,M,6780,4537,643,96,11,840,1035,16,20,1630,67,14,34715,4.639786264,Massachusetts,NE ,1,0,S,3074,2106,69,968,2849,225,93,35,95,75,28,29310,9216,2656900,4489,196,4761,8649,1225,9025,859076100,2725830,57050,6555,6432,3360,9120,2813760,22820,112470,151590,2345,1302,410340,2415,2784450
Point Loma Nazarene University,M,3138,2088,647,86,48,1040,1260,23,28,2110,67,31,30356,4.549295992,California,FW,1,0,C,3359,2669,79,690,2556,803,76,62,93,64,9,12396,7396,4452100,4489,961,6241,5776,3844,8649,153660816,942096,130820,7347,5762,5332,7998,1066056,65410,166690,160360,4154,2356,384276,4898,1152828
Messiah College,M,2836,1869,648,93,27,1030,1260,23,29,2100,66,35,30470,4.551799813,Pennsylvania,ME,1,0,S,3084,2760,89,324,2772,312,90,71,100,69,17,40027,8649,4410000,4356,1225,7921,8100,5041,10000,1602160729,3602430,149100,8900,6138,6603,9300,3722511,73500,186900,189000,4686,3150,1400945,6319,4002700
Pacific Lutheran University,M,3443,2643,648,86,32,980,1220,22,28,2010,77,25,34740,4.640276585,Washington,FW,1,0,S,3462,3201,92,261,3142,320,91,55,99,64,1,22431,7396,4040100,5929,625,8464,8281,3025,9801,503149761,2041221,110550,9108,6622,4730,8514,1929066,50250,184920,182910,4235,2275,560775,5060,2220669
Tuskegee University,DRP,10022,3519,650,43,75,800,1030,18,22,1670,35,18,18900,4.243630399,Alabama,SE,1,1,T,3118,2954,95,164,2584,534,83,17,96,59,7,37366,1849,2788900,1225,324,9025,6889,289,9216,1396217956,3101378,28390,9120,1505,731,4128,1606738,30060,158650,138610,595,1494,672588,1615,3587136
University of Alabama in Huntsville,DRP,2054,1656,651,34,94,1020,1290,23,29,2090,81,39,9192,3.817552276,Alabama,SE,0,0,C,7376,4802,65,2574,5696,1680,77,16,87,46,3,11502,1156,4368100,6561,1521,4225,5929,256,7569,132296004,885654,33440,5655,2754,544,2958,391068,81510,135850,160930,1296,3003,448578,1040,1000674
Albright College,M,6060,3776,655,64,11,930,1130,20,25,1880,62,17,36660,4.677063293,Pennsylvania,ME,1,0,C,2384,2315,97,69,2349,35,99,48,99,98,18,24918,4096,3534400,3844,289,9409,9801,2304,9801,620906724,2466882,90240,9603,3968,3072,6336,1594752,31960,182360,186120,2976,1683,423606,4656,2466882
Charleston Southern University,M,3640,2507,656,78,59,870,1080,18,23,1740,69,26,22090,4.34190328,South Carolina,SE,1,0,C,3269,2661,81,608,2912,357,89,23,100,77,7,5013,6084,3027600,4761,676,6561,7921,529,10000,25130169,446157,40020,8100,5382,1794,7800,391014,45240,140940,154860,1587,2314,130338,1863,501300
Eastern New Mexico University-Main Campus,M,2245,1419,659,13,93,820,1080,17,22,1650,63,46,4558,3.444037121,New Mexico,SW,0,0,T,5847,3002,51,2845,4567,1280,78,12,99,43,0,4320,169,2722500,3969,2116,2601,6084,144,9801,18662400,336960,19800,5049,819,156,1287,56160,75900,84150,128700,756,3588,198720,612,427680
LIU Post,DO,6001,4841,659,84,19,880,1060,19,23,1790,81,14,34070,4.627030616,New York,ME,1,0,S,10599,4824,46,5775,7983,2616,75,22,96,56,6,7258,7056,3204100,6561,196,2116,5625,484,9216,52678564,544350,39380,4416,6804,1848,8064,609672,25060,82340,134250,1782,1050,101612,1012,696768
Skidmore College,M,8285,2904,660,78,31,1130,1350,26,30,2320,35,23,45874,4.833555406,New York,ME,1,0,S,2702,2647,98,55,2684,18,99,83,57,31,2,110095,6084,5382400,1225,529,9604,9801,6889,3249,12120909025,10899405,192560,5586,2730,6474,4446,8587410,53360,227360,229680,2905,2277,2532185,8134,6275415
Southern Arkansas University Main Campus,M,2720,1654,663,6,94,840,1110,18,24,1710,61,40,7466,3.702769795,Arkansas,SE,0,0,T,3404,2561,75,843,2960,444,87,14,97,44,1,1061,36,2924100,3721,1600,5625,7569,196,9409,1125721,92307,23940,7275,366,84,582,6366,68400,128250,148770,854,3480,42440,1050,102917
Vassar College,M,7597,1832,666,75,40,1310,1470,30,33,2650,24,36,47890,4.864166802,New York,ME,1,0,S,2477,2437,98,40,2477,0,100,90,71,34,3,351860,5625,7022500,576,1296,9604,10000,8100,5041,1.23805E+11,35186000,238500,6958,1800,6750,5325,26389500,95400,259700,265000,2160,3600,12666960,8820,24982060
University of Arkansas at Little Rock,DRP,1443,761,667,3,82,770,960,20,27,1720,53,88,7094,3.675094121,Arkansas,SE,0,0,C,12377,6632,54,5745,9970,2407,81,7,94,46,1,7674,9,2958400,2809,7744,2916,6561,49,8836,58890276,621594,12040,5076,159,21,282,23022,151360,92880,139320,371,7128,675312,378,721356
University of Puget Sound,DB,4588,3910,670,74,48,1120,1330,25,30,2270,85,17,41868,4.769155341,Washington,FW,1,0,C,2812,2756,98,56,2544,268,90,68,97,50,3,103991,5476,5152900,7225,289,9604,8100,4624,9409,10814128081,9359190,154360,9506,6290,5032,7178,7695334,38590,222460,204300,5780,1530,1767847,6664,10087127
Berry College,M,3901,2353,672,47,53,1060,1270,24,29,2170,60,29,29090,4.520937229,Georgia,SE,1,0,S,2223,2122,95,101,2141,82,96,50,100,61,12,409661,2209,4708900,3600,841,9025,9216,2500,10000,1.67822E+11,39327456,108500,9500,2820,2350,4700,19254067,62930,206150,208320,3000,2784,11880169,4750,40966100
Nova Southeastern University,DRP,4328,2487,673,73,50,950,1190,21,27,1940,57,27,25430,4.432578003,Florida,SE,1,0,S,25670,13390,52,12280,5156,20514,20,25,98,53,8,2645,5329,3763600,3249,729,2704,400,625,9604,6996025,52900,48500,5096,4161,1825,7154,193085,52380,100880,38800,1425,540,71415,1300,259210
University of Redlands,DR,4668,3137,673,71,37,1030,1230,23,27,2100,67,21,41290,4.759433406,California,FW,1,0,C,5147,3907,76,1240,3607,1540,70,63,94,66,5,22824,5041,4410000,4489,441,5776,4900,3969,8836,520934976,1597680,132300,7144,4757,4473,6674,1620504,44100,159600,147000,4221,1470,479304,4788,2145456
Xavier University of Louisiana,DB,4703,2560,675,30,88,860,1110,20,26,1810,54,26,20560,4.296396453,Louisiana,SE,1,1,C,3121,2942,94,179,2504,617,80,27,99,66,4,46059,900,3276100,2916,676,8836,6400,729,9801,2121431481,3684720,48870,9306,1620,810,2970,1381770,47060,170140,144800,1458,2080,1197534,2538,4559841
University of Mary Hardin-Baylor,DR,5540,4691,675,54,43,940,1140,21,27,1930,85,14,25200,4.426670373,Texas,SW,1,0,S,3492,2998,86,494,3063,429,88,28,96,69,12,23638,2916,3724900,7225,196,7396,7744,784,9216,558755044,2080144,54040,8256,4590,1512,5184,1276452,27020,165980,169840,2380,1232,330932,2408,2269248
Citadel Military College of South Carolina,M,2557,2056,676,64,36,980,1190,21,25,1970,80,33,10838,3.910985,South Carolina,SE,0,0,C,3598,2668,74,930,2735,863,76,62,85,54,7,58834,4096,3880900,6400,1089,5476,5776,3844,7225,3461439556,4471384,122140,6290,5120,3968,5440,3765376,65010,145780,149720,4960,2508,1941522,4588,5000890
Bellarmine University,DRP,4160,3943,676,24,92,980,1180,22,27,2010,95,17,34890,4.643212208,Kentucky,SE,1,0,C,3419,2682,78,737,2593,826,76,53,100,65,9,13239,576,4040100,9025,289,6084,5776,2809,10000,175271121,1006164,106530,7800,2280,1272,2400,317736,34170,156780,152760,5035,1292,225063,4134,1323900
Canisius College,M,4322,3134,682,94,45,980,1200,22,27,2010,73,22,33332,4.61218053,New York,ME,1,0,C,4537,3443,76,1094,3084,1453,68,58,99,73,9,21589,8836,4040100,5329,484,5776,4624,3364,9801,466084921,1468052,116580,7524,6862,5452,9306,2029366,44220,152760,136680,4234,1496,474958,4408,2137311
Southern University at New Orleans,M,1563,764,684,1,99,840,1290,15,18,1580,49,90,4911,3.481954915,Louisiana,SE,0,1,C,2292,1655,72,637,1809,483,79,4,58,58,0,4688,1,2496400,2401,8100,5184,6241,16,3364,21977344,370352,6320,4176,49,4,58,4688,142200,113760,124820,196,7110,421920,288,271904
Lipscomb University,DRP,3467,1827,684,25,90,1030,1300,22,28,2060,53,37,26094,4.449380905,Tennessee,SE,1,0,C,4580,3403,74,1177,2890,1690,63,44,100,50,5,15082,625,4243600,2809,1369,5476,3969,1936,10000,227466724,950166,90640,7400,1325,1100,2500,377050,76220,152440,129780,2332,2331,558034,3256,1508200
Concordia College at Moorhead,M,2493,1994,684,6,96,990,1280,22,28,2020,80,34,32814,4.601588829,Minnesota,P,1,0,S,2558,2488,97,70,2531,27,99,62,100,71,22,33370,36,4080400,6400,1156,9409,9801,3844,10000,1113556900,3303630,125240,9700,480,372,600,200220,68680,195940,199980,4960,3366,1134580,6014,3337000
Winston-Salem State University,DB,5164,2874,685,93,25,840,960,16,19,1630,56,24,5468,3.537301747,North Carolina,SE,0,1,C,5399,4614,85,785,4938,461,91,18,96,82,3,3898,8649,2656900,3136,576,7225,8281,324,9216,15194404,354718,29340,8160,5208,1674,8928,362514,39120,138550,148330,1008,2184,93552,1530,374208
Capital University,DB,3640,2768,691,20,93,960,1210,21,27,1950,76,25,31990,4.584442556,Ohio,GL,1,0,S,3628,2980,82,648,2788,840,77,52,100,84,11,17716,400,3802500,5776,625,6724,5929,2704,10000,313856656,1364132,101400,8200,1520,1040,2000,354320,48750,159900,150150,3952,1925,442900,4264,1771600
Lewis University,DR,5432,3035,694,3,96,920,1140,21,26,1910,56,23,26780,4.466361653,Illinois,GL,1,0,S,6525,4123,63,2402,4613,1912,71,45,99,76,12,8364,9,3648100,3136,529,3969,5041,2025,9801,69956496,593844,85950,6237,168,135,297,25092,43930,120330,135610,2520,1633,192372,2835,828036
Emporia State University,DR,2452,1488,696,1,84,913,1073,19,25,1823,61,47,5614,3.551010427,Kansas,P,0,0,T,6033,3787,63,2246,3873,2160,64,20,96,75,4,13591,1,3323329,3721,2209,3969,4096,400,9216,184715281,869824,36460,6048,61,20,96,13591,85681,114849,116672,1220,3008,638777,1260,1304736
Western New England University,DRP,5988,4881,697,92,20,960,1180,22,26,1990,82,14,33020,4.605817941,Massachusetts,NE ,1,0,C,3800,2955,78,845,2667,1133,70,52,97,80,20,14958,8464,3960100,6724,196,6084,4900,2704,9409,223741764,1047060,103480,7566,7544,4784,8924,1376136,27860,155220,139300,4264,980,209412,4056,1450926
Niagara University,DR,3716,2465,700,94,40,930,1120,21,25,1920,66,28,28200,4.500363735,New York,ME,1,0,S,4056,3342,82,714,2896,1160,71,60,98,77,11,22001,8836,3686400,4356,784,6724,5041,3600,9604,484044001,1562071,115200,8036,6204,5640,9212,2068094,53760,157440,136320,3960,1988,616028,4920,2156098
Gettysburg College,B,5453,2270,703,78,9,1200,1370,27,29,2420,42,31,45870,4.833493537,Pennsylvania,ME,1,0,C,2524,2517,100,7,2524,0,100,80,74,50,11,94361,6084,5856400,1764,961,10000,10000,6400,5476,8903998321,9436100,193600,7400,3276,6240,5772,7360158,75020,242000,242000,3360,3100,2925191,8000,6982714
The University of Texas at Tyler,DR,2104,1726,704,64,60,960,1158,21,25,1950,82,41,7222,3.684753783,Texas,SW,0,0,C,7476,4711,63,2765,5591,1885,75,27,83,41,2,12416,4096,3802500,6724,1681,3969,5625,729,6889,154157056,931200,52650,5229,5248,1728,5312,794624,79950,122850,146250,2214,3075,509056,1701,1030528
Henderson State University,M,3350,2084,704,3,94,950,1128,19,24,1860,62,34,7580,3.711015455,Arkansas,SE,0,0,T,3583,2953,82,630,3199,384,89,14,98,57,2,4174,9,3459600,3844,1156,6724,7921,196,9604,17422276,371486,26040,8036,186,42,294,12522,63240,152520,165540,868,3026,141916,1148,409052
Grambling State University,DR,4545,1983,714,17,86,740,920,16,20,1530,44,36,5950,3.581439102,Louisiana,SE,0,1,T,5071,4325,85,746,4155,916,82,7,96,91,1,2220,289,2340900,1936,1296,7225,6724,49,9216,4928400,182040,10710,8160,748,119,1632,37740,55080,130050,125460,308,2952,79920,595,213120
Ohio Christian University,M,1455,1413,719,14,89,760,980,17,23,1590,97,51,17720,4.203661533,Ohio,GL,1,0,T,3711,1859,50,1852,3528,183,95,16,61,56,2,1149,196,2528100,9409,2601,2500,9025,256,3721,1320201,109155,25440,3050,1358,224,854,16086,81090,79500,151050,1552,4845,58599,800,70089
University of Michigan-Flint,DB,3003,2345,724,1,87,1028,1323,18,24,1898,78,31,9356,3.827474988,Michigan,GL,0,0,C,8555,4943,58,3612,7143,1412,83,9,84,80,4,11913,1,3602404,6084,961,3364,6889,81,7056,141919569,988779,17082,4872,78,9,84,11913,58838,110084,157534,702,2573,369303,522,1000692
Carthage College,M,7174,5035,726,3,97,1010,1180,21,27,2000,70,14,34850,4.64243043,Wisconsin,GL,1,0,S,2988,2583,86,405,2902,86,97,54,100,90,11,20588,9,4000000,4900,196,7396,9409,2916,10000,423865744,1997036,108000,8600,210,162,300,61764,28000,172000,194000,3780,1358,288232,4644,2058800
Mercer University,DRP,3864,2666,728,61,38,1080,1270,23,28,2150,69,27,33120,4.607862798,Georgia,SE,1,0,C,8351,6435,77,1916,4419,3932,53,44,100,61,8,24270,3721,4622500,4761,729,5929,2809,1936,10000,589032900,1286310,94600,7700,4209,2684,6100,1480470,58050,165550,113950,3036,1431,655290,3388,2427000
Siena College,M,8082,5500,734,77,38,1020,1220,22,27,2050,68,13,31368,4.57124823,New York,ME,1,0,S,3207,3059,95,148,3151,56,98,74,98,76,12,42117,5929,4202500,4624,169,9025,9604,5476,9604,1773841689,4127466,151700,9310,5236,5698,7546,3243009,26650,194750,200900,5032,1274,547521,7030,4127466
Francis Marion University,M,3951,2239,744,49,47,830,1060,17,22,1660,57,33,9386,3.829274039,South Carolina,SE,0,0,S,4058,3388,83,670,3714,344,92,16,99,73,1,6684,2401,2755600,3249,1089,6889,8464,256,9801,44675856,614928,26560,8217,2793,784,4851,327516,54780,137780,152720,912,3036,220572,1328,661716
Wesleyan University,DR,10046,2102,752,80,41,1300,1480,29,33,2600,21,36,47244,4.854479506,Connecticut,NE ,1,0,C,3205,3091,96,114,2906,299,91,86,51,33,4,208049,6400,6760000,441,1296,9216,8281,7396,2601,43284386401,18932459,223600,4896,1680,6880,4080,16643920,93600,249600,236600,1806,3276,7489764,8256,10610499
St Olaf College,B,4011,2374,752,37,78,1180,1420,26,31,2370,59,32,40700,4.749389128,Minnesota,P,1,0,T,3125,3081,99,44,3125,0,100,83,93,51,9,120923,1369,5616900,3481,1024,9801,10000,6889,8649,14622371929,12092300,196710,9207,2183,3071,3441,4474151,75840,234630,237000,4897,3200,3869536,8217,11245839
Shepherd University,M,2023,1639,756,57,56,910,1100,19,24,1820,81,46,6256,3.607900918,West Virginia,SE,0,0,T,4221,3371,80,850,3990,231,95,18,91,59,4,6213,3249,3312400,6561,2116,6400,9025,324,8281,38601369,590235,32760,7280,4617,1026,5187,354141,83720,145600,172900,1458,4370,285798,1440,565383
California State University-Channel Islands,M,6960,4484,756,90,24,850,1060,17,23,1680,64,17,6471,3.625840376,California,FW,0,0,S,5140,4401,86,739,4963,177,97,21,70,48,2,1610,8100,2822400,4096,289,7396,9409,441,4900,2592100,156170,35280,6020,5760,1890,6300,144900,28560,144480,162960,1344,1649,27370,1806,112700
Fairmont State University,M,2799,1861,757,15,85,830,1040,18,23,1700,66,41,5824,3.570204386,West Virginia,SE,0,0,T,4232,3541,84,691,3966,266,94,14,93,64,2,0,225,2890000,4356,1681,7056,8836,196,8649,0,0,23800,7812,990,210,1395,0,69700,142800,159800,924,3854,0,1176,0
Clarkson University,DRP,6747,4320,757,89,41,1090,1285,24,28,2200,64,18,40540,4.74664385,New York,ME,1,0,T,3726,3602,97,124,3110,616,83,61,100,81,19,47891,7921,4840000,4096,324,9409,6889,3721,10000,2293547881,3974953,134200,9700,5696,5429,8900,4262299,39600,213400,182600,3904,1494,862038,5917,4789100
Manhattan College,M,7268,4809,757,84,15,970,1190,23,27,2040,66,16,35725,4.659359729,New York,ME,1,0,C,3883,3392,87,491,3403,480,88,60,92,64,13,18273,7056,4161600,4356,256,7569,7744,3600,8464,333902529,1608024,122400,8004,5544,5040,7728,1534932,32640,177480,179520,3960,1408,292368,5220,1681116
Colgate University,M,8374,2209,759,66,34,1270,1460,30,32,2610,26,34,46380,4.841344906,New York,ME,1,0,T,2900,2877,99,23,2890,10,100,87,41,19,0,264911,4356,6812100,676,1156,9801,10000,7569,1681,70177837921,26491100,227070,4059,1716,5742,2706,17484126,88740,258390,261000,2262,3400,9006974,8613,10861351
Fitchburg State University,M,3528,2544,759,96,9,890,1090,18,22,1760,72,30,8985,3.804809924,Massachusetts,NE ,0,0,S,6680,3632,54,3048,4245,2435,64,20,90,78,10,2349,9216,3097600,5184,900,2916,4096,400,8100,5517801,150336,35200,4860,6912,1920,8640,225504,52800,95040,112640,1440,1920,70470,1080,211410
Furman University,M,5953,3808,759,65,53,1120,1340,25,30,2270,64,20,43164,4.790544479,South Carolina,SE,1,0,S,2953,2722,92,231,2797,156,95,80,86,31,6,198459,4225,5152900,4096,400,8464,9025,6400,7396,39385974681,18853605,181600,7912,4160,5200,5590,12899835,45400,208840,215650,5120,1900,3969180,7360,17067474
Baldwin Wallace University,M,4220,2699,762,34,78,950,1200,21,27,1940,64,28,27840,4.4918842,Ohio,GL,1,0,S,4053,3363,83,690,3425,628,85,55,100,97,19,33733,1156,3763600,4096,784,6889,7225,3025,10000,1137915289,2867305,106700,8300,2176,1870,3400,1146922,54320,161020,164900,3520,2380,944524,4565,3373300
Samford University,DRP,3447,2653,765,36,84,1010,1240,23,28,2080,77,29,26328,4.455215529,Alabama,SE,1,0,S,4833,4361,90,472,3013,1820,62,49,98,39,4,60561,1296,4326400,5929,841,8100,3844,2401,9604,3667634721,3754782,101920,8820,2772,1764,3528,2180196,60320,187200,128960,3773,1798,1756269,4410,5934978
Seattle Pacific University,DR,5165,3726,767,84,41,1030,1240,23,28,2100,72,21,33813,4.621890668,Washington,FW,1,0,C,4270,3609,85,661,3366,904,79,54,97,69,9,15069,7056,4410000,5184,441,7225,6241,2916,9409,227074761,1190451,113400,8245,6048,4536,8148,1265796,44100,178500,165900,3888,1659,316449,4590,1461693
SUNY at Purchase College,M,8405,2790,775,95,22,980,1180,21,26,1970,33,28,7573,3.710512202,New York,ME,0,0,S,4353,3949,91,404,4239,114,97,50,82,69,4,12326,9025,3880900,1089,784,8281,9409,2500,6724,151930276,1195622,98500,7462,3135,4750,7790,1170970,55160,179270,191090,1650,2716,345128,4550,1010732
Worcester State University,M,4149,2515,780,89,9,920,1110,20,24,1870,61,31,8157,3.751195036,Massachusetts,NE ,0,0,C,6447,4268,66,2179,5556,891,86,34,88,70,11,2073,7921,3496900,3721,961,4356,7396,1156,7744,4297329,178278,63580,5808,5429,3026,7832,184497,57970,123420,160820,2074,2666,64263,2244,182424
Southern University and A & M College,DRP,3721,1336,781,7,89,400,520,17,20,1230,36,58,6630,3.638782935,Louisiana,SE,0,1,C,6777,5641,83,1136,5746,1031,85,8,98,94,1,1437,49,1512900,1296,3364,6889,7225,64,9604,2064969,122145,9840,8134,252,56,686,10059,71340,102090,104550,288,4930,83346,664,140826
SUNY College of Agriculture and Technology at Cobleskill,B,2765,2021,781,80,6,900,1080,16,22,1690,73,39,7149,3.679262829,New York,ME,0,0,T,2453,2267,92,186,2453,0,100,29,90,78,7,1523,6400,2856100,5329,1521,8464,10000,841,8100,2319529,152300,49010,8280,5840,2320,7200,121840,65910,155480,169000,2117,3900,59397,2668,137070
Oberlin College,M,7438,2262,781,71,42,1270,1455,28,32,2530,30,35,46870,4.848819296,Ohio,GL,1,0,T,2911,2872,99,39,2894,17,99,76,88,36,3,261456,5041,6400900,900,1225,9801,9801,5776,7744,68359239936,25884144,192280,8712,2130,5396,6248,18563376,88550,250470,250470,2280,3465,9150960,7524,23008128
Cedarville University,DB,3267,2418,781,51,76,1080,1280,24,29,2190,74,32,26420,4.457497371,Ohio,GL,1,0,T,3462,3163,91,299,3238,224,94,61,97,53,10,6903,2601,4796100,5476,1024,8281,8836,3721,9409,47651409,648882,133590,8827,3774,3111,4947,352053,70080,199290,205860,4514,3008,220896,5551,669591
Clark Atlanta University,DR,5873,3336,781,60,50,770,940,17,21,1600,57,23,21100,4.312777939,Georgia,SE,1,1,C,3458,3044,88,414,2629,829,76,21,98,88,13,18051,3600,2560000,3249,529,7744,5776,441,9604,325838601,1371876,33600,8624,3420,1260,5880,1083060,36800,140800,121600,1197,1748,415173,1848,1768998
Florida Institute of Technology,DRP,7820,4727,783,53,38,1030,1260,23,28,2100,60,17,36020,4.664987608,Florida,SE,1,0,C,5644,4138,73,1506,3257,2387,58,39,95,51,6,11992,2809,4410000,3600,289,5329,3364,1521,9025,143808064,695536,81900,6935,3180,2067,5035,635576,35700,153300,121800,2340,986,203864,2847,1139240
Campbell University,DB,11714,8180,788,84,43,765,1300,17,27,1595,70,10,26240,4.453026522,North Carolina,SE,1,0,T,6122,4981,81,1141,4465,1657,73,39,100,90,6,20894,7056,2544025,4900,100,6561,5329,1521,10000,436559236,1525262,62205,8100,5880,3276,8400,1755096,15950,129195,116435,2730,730,208940,3159,2089400
Saint Edward's University,M,3694,2901,791,66,29,1020,1220,22,26,2050,79,27,33720,4.620022471,Texas,SW,1,0,C,4861,3651,75,1210,4089,772,84,51,90,60,10,19187,4356,4202500,6241,729,5625,7056,2601,8100,368140969,1611708,104550,6750,5214,3366,5940,1266342,55350,153750,172200,4029,2268,518049,3825,1726830
John Carroll University,M,3721,3101,793,48,79,990,1190,22,27,2020,83,26,34480,4.635162455,Ohio,GL,1,0,S,3711,3213,87,498,3040,671,82,65,100,67,7,51044,2304,4080400,6889,676,7569,6724,4225,10000,2605489936,4185608,131300,8700,3984,3120,4800,2450112,52520,175740,165640,5395,2132,1327144,5655,5104400
Southern Polytechnic State University,M,1689,1317,797,80,46,1030,1230,22,26,2060,78,61,5732,3.56186952,Georgia,SE,0,0,C,6549,4362,67,2187,5732,817,88,10,91,57,3,1213,6400,4243600,6084,3721,4489,7744,100,8281,1471369,106744,20600,6097,6240,800,7280,97040,125660,138020,181280,780,5368,73993,670,110383
University of Richmond,DB,9825,3061,805,67,33,1210,1410,28,31,2470,31,26,45320,4.824942458,Virginia,SE,1,0,C,4140,3554,86,586,3215,925,78,82,63,36,3,479753,4489,6100900,961,676,7396,6084,6724,3969,2.30163E+11,37420734,202540,5418,2077,5494,4221,32143451,64220,212420,192660,2542,2028,12473578,7052,30224439
Hope College,B,4161,3018,822,14,90,1050,1340,24,29,2160,73,27,28720,4.512450336,Michigan,GL,1,0,C,3388,3235,95,153,3388,0,100,68,94,59,9,46375,196,4665600,5329,729,9025,10000,4624,8836,2150640625,4637500,146880,8930,1022,952,1316,649250,58320,205200,216000,4964,2700,1252125,6460,4359250
Framingham State University,M,5433,2807,826,98,2,950,1130,19,25,1860,52,29,8080,3.745976135,Massachusetts,NE ,0,0,C,6429,3982,62,2447,4584,1845,71,33,93,74,21,4663,9604,3459600,2704,841,3844,5041,1089,8649,21743569,331073,61380,5766,5096,3234,9114,456974,53940,115320,132060,1716,2059,135227,2046,433659
